date,axis_Equity_US,axis_Equity_ExUS,axis_Rates,axis_Credit,axis_USD,axis_Commodities,axis_Metals,axis_Miners,axis_Vol,axis_Sector_Tech,axis_Sector_Fin,axis_Sector_Health,axis_Sector_ConsDisc,axis_Sector_ConsStap,axis_Sector_Ind,axis_Sector_Energy,axis_Sector_Materials,axis_Sector_Utilities,axis_Sector_Comm,axis_Sector_RealEstate,axis_MegaCap_AI,axis_Semis,axis_Software_Cloud,axis_DataCenter_Infra,axis_Cyber,axis_Defense,axis_Space,axis_Robotics,axis_Grid_Power,axis_Quantum,axis_Crypto,axis_Nuclear_Uranium,axis_Critical_Minerals,axis_Clean_Solar,axis_Clean_Wind,axis_Clean_Broad,axis_Genomics_Bio,axis_Drones_Autonomy
2025-03-07,0.05264558463720136,0.028003979516721907,0.0018719412016488498,0.015469113991446216,0.007536580220360032,0.0050270222575934205,0.03069322678463109,0.023328202225924383,0.017839280744662372,0.01776371079371396,0.007665406710691675,0.0009486192330432106,0.013842945483570391,0.00448687629890385,0.013857484271858851,0.005979740475880849,0.011205726274285918,0.00996322140709079,0.01229626417676317,0.006011060531919841,0.05076352195632289,0.062732981765888,0.048215350459202014,0.05279471762540287,0.0305047064991745,0.026208108233630085,0.055509623676882676,0.036136294005086,0.04576280057225451,0.04340387192455789,0.03962707376838917,0.08691440335522839,0.029253963109701474,0.0077806221734608985,0.014056785138105493,0.023750840250029017,0.045189637343350256,0.01495871090542176
2025-03-08,0.052858052892435455,0.028451183963368914,0.0024917876255309795,0.016124950090402792,0.007598250991534336,0.005530705739132357,0.031208367939013923,0.024906938380836657,0.01789451582269828,0.017901139695164305,0.007288384337957829,0.00017828376967318627,0.013526052143069175,0.004459803495694421,0.01377060190526236,0.005922841371341377,0.011667033638769505,0.009867641786739946,0.01240189988242539,0.005550632763783023,0.050638209290604475,0.06291307435871936,0.04805496810423347,0.05220703114474528,0.0307723193507802,0.025957141892878996,0.05553951347525905,0.036333834317739115,0.04586112442175164,0.044495994934138916,0.037513099539833596,0.08628680584037123,0.028421959539927436,0.00778848582098612,0.01391992586471639,0.0237690149615707,0.04607260399827631,0.01385582490863348
2025-03-09,0.05285955524935352,0.02845214532349201,0.002492113686632683,0.016125505224804295,0.007598646249019062,0.0055306559102678635,0.031209627230697572,0.024907674993432802,0.017895019921152982,0.0179017423794023,0.007288620060350211,0.00017831583935898405,0.013526309130952882,0.004460025912155849,0.013771069983983938,0.005922931219072749,0.011667324909727113,0.009868030154766083,0.012402194163923902,0.005551021219645085,0.0506395277909122,0.06291517345117043,0.048056607451813026,0.052209153536370026,0.030773406961500317,0.025957876687806365,0.055541284413721186,0.036334972088365294,0.04586267767195161,0.04449667292528878,0.03748475495942994,0.08628917402217547,0.028422482826431568,0.0077887291345618,0.013920427351701355,0.02376954671223635,0.046073041537198864,0.013855961715173597
2025-03-10,0.05288536522245122,0.02847730500528085,0.0025032872416482473,0.01614323462010697,0.007608466598189656,0.005526685973692316,0.031243200911600044,0.024925815948491744,0.017904251917484494,0.017912342213077404,0.007293828788313293,0.00018230964460992665,0.013529202959885706,0.004461362914847564,0.013780356504514875,0.0059240172153405,0.01167405132930912,0.009876216137053355,0.012407989609899448,0.005560170066692217,0.05065804554212962,0.06295231332030525,0.04808203108273988,0.05224516329600752,0.030796172495906993,0.025971406154894173,0.0555708362253594,0.0363564636354874,0.04588617309124473,0.04450411760464483,0.036954656551976696,0.08632242413476869,0.028432186642377517,0.007793024677488079,0.013932375629877203,0.02377882368232499,0.04608740711630464,0.013856918293673541
2025-03-11,0.051876770666041135,0.029039234610207767,0.005000626815476271,0.015021063903553034,0.006834404780145501,0.007065563131241889,0.032914649585399566,0.02622014875745991,0.01755599069604349,0.017493621606807383,0.008576752447402637,0.0018521733495063034,0.013974361812119045,0.0031900274025584833,0.013961995110951985,0.004844521737239094,0.012153077112008423,0.00823033846142143,0.012969368558899281,0.006671557240591302,0.05306214331840385,0.06202551137308782,0.047963333537615914,0.05232579576404081,0.031144066137540918,0.026080682403295512,0.054694294685693715,0.03549714086299536,0.04378337251715103,0.04377746296179255,0.038720782343418886,0.08188430753791438,0.029958970470959342,0.007298136676438852,0.013779015364771423,0.02297838389669798,0.04836236910131746,0.011217983261790269
2025-03-12,0.05131285411357463,0.02881679418955084,0.008187952011555482,0.013052391280138954,0.006705807564902174,0.008007372614855289,0.034771083894665746,0.026472507291966145,0.017548117912795435,0.01741325630261621,0.008209649274714747,0.0015827096246933047,0.013579119954739836,0.003790810115000394,0.01322067117336035,0.00500579880273681,0.011862291149667196,0.007882799642417684,0.012042156084400228,0.0060164048416070206,0.05210524026325555,0.061866354321073604,0.04785135566981052,0.052765730177846845,0.031060708880604946,0.02602236534484131,0.054167302749346356,0.03527931079354158,0.04379472445161568,0.043765381881416564,0.03806993012718064,0.08222119451757492,0.03051408423715633,0.00820387372325879,0.013674507383247058,0.02349731457814062,0.04867900759851616,0.010981065461613877
2025-03-13,0.05095245864586246,0.028590302995275728,0.008862124055887191,0.012887278827815062,0.006287872425786483,0.008107486899097755,0.03532766404366164,0.026428518599063117,0.017403863313211657,0.017312635436707094,0.008179315834273334,0.0011705257444771632,0.013617315709651035,0.004328135010684821,0.013100661287874625,0.005017152687714244,0.011563767479123233,0.007700659234565635,0.011937442321977515,0.005811574057115905,0.05181915040383266,0.06149036750962246,0.047772360907509755,0.05289934944271337,0.03099630448402441,0.02620399784590969,0.0524128075152062,0.03502843006929417,0.043566085028204526,0.04950713525376055,0.03776458894887713,0.08152976741764086,0.030047202569440958,0.007866593804249948,0.013603131667091954,0.02323733770396671,0.04870033384206128,0.010968300976767547
2025-03-14,0.051184951325147776,0.028720008023045553,0.009978520138883581,0.01269904956579591,0.006502293628169672,0.008586246749644982,0.03255722336473538,0.025053057967030487,0.01732685507072004,0.01738708211950478,0.008295721089068045,0.0014362486498907946,0.013738802722155571,0.004050598755295834,0.013292823745902075,0.005201016931278374,0.011525233035485012,0.007542178663269214,0.012093621405190035,0.006303454848973205,0.052772816663094926,0.061445673131206004,0.04783327342899659,0.053406954969735736,0.03096596292491583,0.026154007476647905,0.052665279216470046,0.035091088918839955,0.04362683367512841,0.048115728968368875,0.0381535841593161,0.08171083358358174,0.029298143920217862,0.007900488793898158,0.013654221102473682,0.023267066521623792,0.04998521490473201,0.010477839841566158
2025-03-15,0.04998420973508259,0.028156575101951464,0.01685542862456768,0.011914755376803095,0.005643611731220306,0.013892584415878328,0.03208205219517153,0.02469282415636708,0.0168542433049917,0.016933658014464528,0.008464951216468224,0.0016242783163703705,0.013659976619379132,0.0045512239540350715,0.013195066008773295,0.006600944129210584,0.011314440625472667,0.007961652600914299,0.012026759255612383,0.006403004149457718,0.05229317636145733,0.060003412639297475,0.047028543760958656,0.05236409245464848,0.030635366896852943,0.025824996092308827,0.05152303177596074,0.0341983786489097,0.04334010441889212,0.04963056004983022,0.039799880840054674,0.07959659146840035,0.03011448739057699,0.007338575612589547,0.013319569236167507,0.02224160998650148,0.0456503196046341,0.012285063229766599
2025-03-16,0.04998483352465238,0.028156229066411992,0.016856648990874117,0.01191489909254786,0.005643420855364967,0.013892924728790397,0.03208161979427667,0.02469249257509732,0.01685438332133291,0.016933911705028393,0.008464905737855213,0.00162412851340028,0.013660252852025453,0.004551452110276531,0.013195170459880775,0.006600935861139191,0.0113143939214251,0.007961623461992253,0.012026816279546045,0.006402924657574097,0.05229419984996841,0.06000434558678004,0.04702927653529476,0.05236483382380177,0.030635545353624432,0.025825075202956637,0.0515236194130365,0.03419871700544651,0.043340833770371096,0.04963052111623296,0.03979144320712045,0.07959779288846763,0.03011426762390864,0.007338651782256785,0.013319448457490795,0.022241755169704912,0.045650424037247686,0.012285281666798065
